104.198.17.118 - - "2022-04-02 00:06:22" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.110 Safari/537.36"
191.96.150.241 - - "2022-04-02 00:09:40" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5 (.NET CLR 3.5.30729)"
129.146.158.17 bot - "2022-04-02 00:13:54" https://arj.af/index.php/arj/article/view/14 200 "AddThis.com (http://support.addthis.com/)"
207.46.13.96 bot - "2022-04-02 00:19:43" https://arj.af/index.php/arj/issue/view/3 200 "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
212.115.42.247 - - "2022-04-02 00:29:44" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.84 Safari/537.36"
129.146.158.17 bot - "2022-04-02 00:54:56" https://arj.af/index.php/arj/article/view/38 200 "AddThis.com (http://support.addthis.com/)"
5.45.207.97 bot - "2022-04-02 03:18:39" https://arj.af/index.php/arj/article/download/7/5/19 200 "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)"
66.249.73.49 bot - "2022-04-02 05:40:35" https://arj.af/index.php/arj/article/download/38/22/79 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
139.59.226.53 - - "2022-04-02 06:36:46" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36"
139.59.226.53 - - "2022-04-02 06:39:17" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36"
66.249.73.49 bot - "2022-04-02 06:42:50" https://arj.af/index.php/arj/issue/view/4 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.73.122 bot - "2022-04-02 06:46:06" https://arj.af/index.php/arj/article/download/9/12/66 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.73.49 bot - "2022-04-02 06:57:26" https://arj.af/index.php/arj/article/view/20 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.73.51 bot - "2022-04-02 07:53:15" https://arj.af/index.php/arj/article/view/10 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.73.122 bot - "2022-04-02 07:59:26" https://arj.af/index.php/arj/article/download/13/13/53 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.73.124 bot - "2022-04-02 08:00:30" https://arj.af/index.php/arj/issue/view/4 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.73.126 bot - "2022-04-02 08:01:23" https://arj.af/index.php/arj/article/view/13 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
92.118.160.5 - - "2022-04-02 08:17:02" https://arj.af/index.php/arj/index 200 "NetSystemsResearch studies the availability of various services across the internet. Our website is netsystemsresearch.com"
159.242.228.4 - - "2022-04-02 09:11:09" https://arj.af/index.php/arj/article/download/10/11/50 200 "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; WOW64; Trident/7.0; .NET4.0E; .NET4.0C)"
149.54.15.98 - - "2022-04-02 10:00:45" https://arj.af/index.php/arj/article/download/20/18/55 200 "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36"
176.106.247.22 - - "2022-04-02 10:38:48" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36"
23.88.199.183 - - "2022-04-02 12:40:36" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (iPhone; CPU iPhone OS 15_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.3 Mobile/15E148 Safari/604.1"
31.13.103.13 bot - "2022-04-02 13:43:03" https://arj.af/index.php/arj/index 200 "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)"
