115.135.25.238 - - "2022-03-24 01:39:11" https://arj.af/index.php/arj/article/view/13 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.82 Safari/537.36"
207.46.13.174 bot - "2022-03-24 02:27:34" https://arj.af/index.php/arj/article/view/30 200 "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
207.46.13.174 bot - "2022-03-24 02:32:13" https://arj.af/index.php/arj/issue/view/4 200 "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
207.46.13.197 bot - "2022-03-24 02:32:24" https://arj.af/index.php/arj/article/download/30/20/68 200 "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
175.106.37.31 - - "2022-03-24 02:47:27" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.82 Safari/537.36"
207.46.13.22 bot - "2022-03-24 03:56:43" https://arj.af/index.php/arj/article/view/38 200 "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
207.46.13.197 bot - "2022-03-24 03:59:23" https://arj.af/index.php/arj/article/download/38/22/79 200 "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
66.249.73.124 bot - "2022-03-24 04:58:38" https://arj.af/index.php/arj/article/view/38 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
207.46.13.56 bot - "2022-03-24 05:09:41" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
131.220.6.152 - - "2022-03-24 05:16:37" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36"
66.249.73.49 bot - "2022-03-24 05:42:08" https://arj.af/index.php/arj/article/view/38 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.73.124 bot - "2022-03-24 06:04:36" https://arj.af/index.php/arj/article/download/9/12/66 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.73.47 bot - "2022-03-24 06:24:33" https://arj.af/index.php/arj/article/download/6/8/18 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.73.124 bot - "2022-03-24 06:58:31" https://arj.af/index.php/arj/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.73.49 bot - "2022-03-24 07:05:41" https://arj.af/index.php/arj/article/download/38/22/79 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.73.51 bot - "2022-03-24 07:10:32" https://arj.af/index.php/arj/issue/view/4 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
207.46.13.174 bot - "2022-03-24 07:20:15" https://arj.af/index.php/arj/article/view/14 200 "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
207.46.13.174 bot - "2022-03-24 07:27:13" https://arj.af/index.php/arj/article/download/14/21/69 200 "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
66.249.73.124 bot - "2022-03-24 07:27:22" https://arj.af/index.php/arj/issue/view/4 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
165.225.112.140 - - "2022-03-24 09:07:49" https://arj.af/index.php/arj/article/view/3 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.82 Safari/537.36"
165.225.112.140 - - "2022-03-24 09:08:13" https://arj.af/index.php/arj/article/download/3/10/28 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.82 Safari/537.36"
23.88.205.196 - - "2022-03-24 10:41:43" https://arj.af/index.php/arj/article/download/7/5/19 200 "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.82 Safari/537.36"
66.249.73.47 bot - "2022-03-24 12:43:57" https://arj.af/index.php/arj/issue/view/4 200 "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.82 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
100.8.220.93 - - "2022-03-24 13:42:15" https://arj.af/index.php/arj/article/download/20/18/55 200 "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36"
