193.235.141.120 - - "2023-02-10 00:46:07" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
52.167.144.45 bot - "2023-02-10 00:51:20" https://arj.af/index.php/arj/article/download/38/22/79 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36"
66.249.75.222 bot - "2023-02-10 03:23:42" https://arj.af/index.php/arj/issue/view/5 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.195 bot - "2023-02-10 03:33:15" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.77.83 bot - "2023-02-10 03:44:02" https://arj.af/index.php/arj/issue/view/4 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.206 bot - "2023-02-10 03:46:01" https://arj.af/index.php/arj/article/download/40/23/83 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.75.203 bot - "2023-02-10 03:47:13" https://arj.af/index.php/arj/issue/view/5 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
125.164.96.48 - - "2023-02-10 03:48:44" https://arj.af/index.php/arj/article/view/30 200 "Mozilla/5.0 (Linux; Android 12; SM-A135F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
125.164.96.48 - - "2023-02-10 03:49:02" https://arj.af/index.php/arj/issue/view/4 200 "Mozilla/5.0 (Linux; Android 12; SM-A135F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
125.164.96.48 - - "2023-02-10 03:49:14" https://arj.af/index.php/arj/article/view/30 200 "Mozilla/5.0 (Linux; Android 12; SM-A135F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
125.164.96.48 - - "2023-02-10 03:49:30" https://arj.af/index.php/arj/article/download/30/20/68 200 "Mozilla/5.0 (Linux; Android 12; SM-A135F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
66.249.77.83 bot - "2023-02-10 03:51:43" https://arj.af/index.php/arj/issue/view/5 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
125.176.146.103 - - "2023-02-10 03:55:22" https://arj.af/index.php/arj/article/download/30/20/68 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
51.75.169.50 bot - "2023-02-10 04:12:56" https://arj.af/index.php/arj/index 200 "Go-http-client/2.0"
51.75.169.50 bot - "2023-02-10 04:12:57" https://arj.af/index.php/arj/index 200 "Go-http-client/2.0"
139.162.7.175 - - "2023-02-10 04:13:17" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36"
139.162.7.175 - - "2023-02-10 04:14:10" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36"
51.81.167.146 - - "2023-02-10 04:14:11" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (iPhone; CPU iPhone OS 15_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1"
34.217.68.163 bot - "2023-02-10 04:29:57" https://arj.af/index.php/arj/index 200 "Go-http-client/1.1"
35.92.204.171 - - "2023-02-10 04:29:58" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.76 Safari/537.36"
18.236.236.169 - - "2023-02-10 04:29:59" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36"
51.75.169.50 bot - "2023-02-10 04:42:47" https://arj.af/index.php/arj/index 200 "Go-http-client/2.0"
51.75.169.50 bot - "2023-02-10 04:42:47" https://arj.af/index.php/arj/index 200 "Go-http-client/2.0"
34.242.79.126 - - "2023-02-10 06:27:59" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (X11; Linux x86_64; rv:83.0) Gecko/20100101 Firefox/83.0"
34.242.79.126 - - "2023-02-10 06:29:13" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (X11; Linux x86_64; rv:83.0) Gecko/20100101 Firefox/83.0"
34.242.79.126 - - "2023-02-10 06:29:38" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (X11; Linux x86_64; rv:83.0) Gecko/20100101 Firefox/83.0"
66.249.75.203 bot - "2023-02-10 08:48:38" https://arj.af/index.php/arj/article/download/38/22/79 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
35.88.219.71 bot - "2023-02-10 09:00:40" https://arj.af/index.php/arj/index 200 "Go-http-client/1.1"
52.33.137.208 - - "2023-02-10 09:00:41" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36"
66.249.75.209 bot - "2023-02-10 09:00:51" https://arj.af/index.php/arj/article/view/9 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.77.83 bot - "2023-02-10 09:16:41" https://arj.af/index.php/arj/article/view/10 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.206 bot - "2023-02-10 09:17:25" https://arj.af/index.php/arj/article/view/7 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.222 bot - "2023-02-10 09:20:17" https://arj.af/index.php/arj/article/download/42/24/90 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.192 bot - "2023-02-10 09:22:47" https://arj.af/index.php/arj/article/download/7/5/19 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.206 bot - "2023-02-10 09:26:45" https://arj.af/index.php/arj/article/download/10/11/50 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.222 bot - "2023-02-10 09:29:16" https://arj.af/index.php/arj/article/download/5/3/20 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.206 bot - "2023-02-10 09:34:48" https://arj.af/index.php/arj/article/download/3/10/28 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.195 bot - "2023-02-10 09:34:51" https://arj.af/index.php/arj/article/download/30/20/68 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.77.83 bot - "2023-02-10 09:39:37" https://arj.af/index.php/arj/article/view/40 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.222 bot - "2023-02-10 09:39:38" https://arj.af/index.php/arj/article/view/3 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.192 bot - "2023-02-10 09:39:39" https://arj.af/index.php/arj/article/view/13 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.222 bot - "2023-02-10 09:52:42" https://arj.af/index.php/arj/article/view/6 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.77.83 bot - "2023-02-10 10:02:19" https://arj.af/index.php/arj/issue/view/5 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.203 bot - "2023-02-10 10:05:55" https://arj.af/index.php/arj/issue/view/5 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
