40.94.20.55 - - "2024-03-22 00:01:06" https://arj.af/index.php/arj/article/view/45 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36"
40.77.167.136 bot - "2024-03-22 00:04:34" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
66.249.69.140 bot - "2024-03-22 00:09:05" https://arj.af/index.php/arj/issue/view/5 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.77.198 bot - "2024-03-22 00:11:39" https://arj.af/index.php/arj/issue/view/5 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.77.198 bot - "2024-03-22 01:06:09" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.94 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.77.198 bot - "2024-03-22 01:06:14" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.94 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
164.92.74.135 - - "2024-03-22 01:24:50" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
209.242.210.73 - - "2024-03-22 01:45:48" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:114.0) Gecko/20100101 Firefox/114.0"
103.133.136.53 - - "2024-03-22 02:17:37" https://arj.af/index.php/arj/index 200 "Mozilla/4.0 (compatible; MSIE 9.0; Windows NT 6.1)"
149.54.32.150 bot - "2024-03-22 03:05:47" https://arj.af/index.php/arj/index 200 "Safari/19617.2.4.11.12 CFNetwork/1492.0.1 Darwin/23.3.0"
149.54.32.150 bot - "2024-03-22 03:05:52" https://arj.af/index.php/arj/index 200 "Safari/19617.2.4.11.12 CFNetwork/1492.0.1 Darwin/23.3.0"
149.54.32.150 bot - "2024-03-22 03:06:12" https://arj.af/index.php/arj/index 200 "Safari/19617.2.4.11.12 CFNetwork/1492.0.1 Darwin/23.3.0"
149.54.32.150 bot - "2024-03-22 03:06:14" https://arj.af/index.php/arj/index 200 "Safari/19617.2.4.11.12 CFNetwork/1492.0.1 Darwin/23.3.0"
