23.26.220.10 - - "2024-01-06 00:23:32" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5 (.NET CLR 3.5.30729)"
116.193.81.3 - - "2024-01-06 01:34:32" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
124.226.222.66 - - "2024-01-06 01:38:12" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
199.244.50.228 - - "2024-01-06 02:02:42" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Safari/605.1.15"
52.167.144.184 bot - "2024-01-06 02:05:00" https://arj.af/index.php/arj/article/download/42/24/90 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
104.237.154.44 - - "2024-01-06 02:26:43" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36"
104.237.154.44 - - "2024-01-06 02:26:44" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36"
104.237.154.44 - - "2024-01-06 02:26:47" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36"
104.237.154.44 - - "2024-01-06 02:26:47" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36"
104.237.154.44 - - "2024-01-06 02:26:51" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36"
104.237.154.44 bot - "2024-01-06 04:30:49" https://arj.af/index.php/arj/index 200 "Go-http-client/2.0"
104.237.154.44 bot - "2024-01-06 04:30:53" https://arj.af/index.php/arj/index 200 "Go-http-client/2.0"
198.235.24.135 bot - "2024-01-06 04:37:06" https://arj.af/index.php/arj/index 200 ""
66.249.69.172 bot - "2024-01-06 05:44:58" https://arj.af/index.php/arj/issue/view/5 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.67 bot - "2024-01-06 05:46:16" https://arj.af/index.php/arj/issue/view/3 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.65 bot - "2024-01-06 05:46:39" https://arj.af/index.php/arj/issue/view/5 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
205.210.31.130 bot - "2024-01-06 09:37:51" https://arj.af/index.php/arj/index 200 ""
104.237.154.44 - - "2024-01-06 09:39:54" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Safari/605.1.15"
104.237.154.44 - - "2024-01-06 09:39:55" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15"
3.254.155.59 bot - "2024-01-06 09:54:13" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (compatible; wpbot/1.0; +https://forms.gle/ajBaxygz9jSR8p8G9)"
66.249.69.172 bot - "2024-01-06 10:29:01" https://arj.af/index.php/arj/article/download/38/22/79 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
185.2.4.105 bot - "2024-01-06 11:24:43" https://arj.af/index.php/arj/index 200 ""
66.249.75.66 bot - "2024-01-06 11:33:05" https://arj.af/index.php/arj/article/download/3/10/28 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
35.89.206.223 - - "2024-01-06 11:42:32" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.76 Safari/537.36"
54.191.18.75 - - "2024-01-06 11:42:33" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
93.158.91.30 - - "2024-01-06 11:52:30" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
66.249.75.65 bot - "2024-01-06 11:58:58" https://arj.af/index.php/arj/issue/view/5 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.66 bot - "2024-01-06 12:20:36" https://arj.af/index.php/arj/article/download/30/20/68 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
91.92.240.127 - - "2024-01-06 12:21:22" https://arj.af/index.php/arj/index 200 "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
66.249.69.172 bot - "2024-01-06 12:31:33" https://arj.af/index.php/arj/issue/view/5 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
45.141.215.135 - - "2024-01-06 12:38:02" https://arj.af/index.php/arj/index 200 "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
